total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,customer_id,Cluster,Cluster_Name
16.0,45.55,19.27,13.0,8.0,CM00664,0,Window Shoppers
7.0,50.15,79.36,45.0,1.0,CM00665,2,High Spenders
4.0,48.27,102.61,57.0,0.0,CM00666,2,High Spenders
5.0,34.52,71.99,35.0,0.0,CM00667,2,High Spenders
15.0,16.34,16.22,17.0,11.0,CM00668,0,Window Shoppers
3.0,44.55,95.51,39.0,2.0,CM00669,2,High Spenders
13.0,158.06,53.96,17.0,1.0,CM00670,1,Bargain Hunters
22.0,41.9,15.89,13.0,12.0,CM00671,0,Window Shoppers
23.0,23.4,21.71,16.0,8.0,CM00672,0,Window Shoppers
13.0,191.84,34.31,14.0,2.0,CM00673,1,Bargain Hunters
4.0,27.63,94.58,40.0,3.0,CM00675,2,High Spenders
26.0,10.71,26.1,14.0,13.0,CM00676,0,Window Shoppers
20.0,13.58,18.28,15.0,10.0,CM00677,0,Window Shoppers
13.0,155.79,37.41,20.0,1.0,CM00678,1,Bargain Hunters
24.0,12.31,21.67,16.0,15.0,CM00679,0,Window Shoppers
9.0,164.56,20.01,17.0,3.0,CM00680,1,Bargain Hunters
18.0,19.86,8.99,18.0,12.0,CM00681,0,Window Shoppers
9.0,114.33,43.13,22.0,0.0,CM00682,1,Bargain Hunters
15.0,161.92,56.52,21.0,4.0,CM00683,1,Bargain Hunters
4.0,159.52,32.1,20.0,0.0,CM00684,1,Bargain Hunters
9.0,198.95,33.95,13.0,3.0,CM00685,1,Bargain Hunters
9.0,63.95,93.79,45.0,0.0,CM00686,2,High Spenders
12.0,44.49,28.27,17.0,11.0,CM00687,0,Window Shoppers
25.0,36.21,21.91,14.0,12.0,CM00688,0,Window Shoppers
7.0,154.03,42.56,10.0,2.0,CM00689,1,Bargain Hunters
6.0,187.19,54.35,23.0,1.0,CM00690,1,Bargain Hunters
13.0,199.77,49.17,18.0,1.0,CM00691,1,Bargain Hunters
13.0,147.74,53.84,30.0,0.0,CM00692,1,Bargain Hunters
4.0,185.12,30.45,19.0,2.0,CM00693,1,Bargain Hunters
7.0,138.0,39.53,25.0,3.0,CM00694,1,Bargain Hunters
21.0,37.54,6.51,12.0,10.0,CM00695,0,Window Shoppers
5.0,35.73,106.15,48.0,1.0,CM00696,2,High Spenders
7.0,182.87,32.52,20.0,2.0,CM00697,1,Bargain Hunters
6.0,22.69,66.84,47.0,2.0,CM00698,2,High Spenders
24.0,43.03,6.83,27.0,13.0,CM00699,0,Window Shoppers
2.0,33.98,115.85,45.0,1.0,CM00700,2,High Spenders
6.0,39.53,89.89,52.0,0.0,CM00701,2,High Spenders
14.0,110.55,31.33,19.0,1.0,CM00702,1,Bargain Hunters
7.0,129.63,45.83,21.0,1.0,CM00703,1,Bargain Hunters
3.0,75.21,100.57,56.0,1.0,CM00704,2,High Spenders
12.0,178.44,31.93,32.0,3.0,CM00705,1,Bargain Hunters
6.0,46.34,84.47,44.0,3.0,CM00706,2,High Spenders
5.0,29.28,65.28,43.0,2.0,CM00707,2,High Spenders
4.0,50.41,74.68,51.0,1.0,CM00708,2,High Spenders
19.0,43.29,26.58,19.0,6.0,CM00709,0,Window Shoppers
7.0,134.55,50.59,23.0,1.0,CM00710,1,Bargain Hunters
3.0,35.09,68.29,50.0,1.0,CM00711,2,High Spenders
3.0,73.35,94.28,59.0,1.0,CM00712,2,High Spenders
6.0,53.53,66.48,55.0,1.0,CM00713,2,High Spenders
20.0,33.8,25.37,17.0,12.0,CM00714,0,Window Shoppers
19.0,26.7,28.42,15.0,9.0,CM00715,0,Window Shoppers
9.0,139.59,50.4,18.0,1.0,CM00716,1,Bargain Hunters
9.0,108.01,59.31,18.0,3.0,CM00717,1,Bargain Hunters
7.0,30.8,80.35,37.0,1.0,CM00718,2,High Spenders
5.0,128.45,30.75,28.0,4.0,CM00719,1,Bargain Hunters
5.0,21.08,60.77,48.0,0.0,CM00720,2,High Spenders
5.0,25.27,88.07,57.0,0.0,CM00721,2,High Spenders
4.0,51.53,91.0,54.0,1.0,CM00722,2,High Spenders
10.0,135.81,40.5,20.0,4.0,CM00723,1,Bargain Hunters
15.0,30.3,17.98,15.0,4.0,CM00724,0,Window Shoppers
17.0,41.95,24.34,14.0,13.0,CM00725,0,Window Shoppers
11.0,140.27,45.03,23.0,2.0,CM00726,1,Bargain Hunters
12.0,133.2,23.88,23.0,3.0,CM00727,1,Bargain Hunters
8.0,114.53,38.32,24.0,0.0,CM00728,1,Bargain Hunters
18.0,45.35,5.75,19.0,10.0,CM00729,0,Window Shoppers
8.0,120.88,32.68,15.0,2.0,CM00730,1,Bargain Hunters
6.0,193.96,25.49,15.0,4.0,CM00731,1,Bargain Hunters
13.0,25.85,21.84,15.0,8.0,CM00732,0,Window Shoppers
3.0,39.43,98.94,52.0,2.0,CM00733,2,High Spenders
13.0,150.59,35.74,15.0,0.0,CM00734,1,Bargain Hunters
20.0,15.47,18.88,16.0,7.0,CM00735,0,Window Shoppers
9.0,173.44,29.94,21.0,1.0,CM00736,1,Bargain Hunters
5.0,45.5,85.78,47.0,1.0,CM00737,2,High Spenders
18.0,11.36,15.97,17.0,14.0,CM00738,0,Window Shoppers
18.0,20.32,12.76,17.0,9.0,CM00739,0,Window Shoppers
13.0,160.71,25.33,22.0,0.0,CM00740,1,Bargain Hunters
5.0,78.42,103.04,52.0,0.0,CM00741,2,High Spenders
26.0,31.6,20.2,21.0,8.0,CM00742,0,Window Shoppers
6.0,73.92,77.34,54.0,6.0,CM00743,2,High Spenders
32.0,41.63,11.18,14.0,13.0,CM00744,0,Window Shoppers
10.0,14.28,25.32,19.0,5.0,CM00745,0,Window Shoppers
19.0,40.84,16.31,22.0,5.0,CM00746,0,Window Shoppers
23.0,24.23,20.91,24.0,3.0,CM00747,0,Window Shoppers
12.0,112.69,48.96,22.0,0.0,CM00748,1,Bargain Hunters
25.0,40.73,25.72,12.0,9.0,CM00749,0,Window Shoppers
4.0,28.18,81.01,45.0,3.0,CM00750,2,High Spenders
9.0,138.1,53.55,18.0,3.0,CM00751,1,Bargain Hunters
6.0,113.22,53.18,21.0,1.0,CM00752,1,Bargain Hunters
14.0,22.04,28.36,16.0,5.0,CM00753,0,Window Shoppers
26.0,17.22,6.0,16.0,13.0,CM00754,0,Window Shoppers
8.0,104.16,51.95,28.0,1.0,CM00755,1,Bargain Hunters
13.0,19.24,24.87,11.0,12.0,CM00756,0,Window Shoppers
7.0,63.93,113.35,54.0,0.0,CM00757,2,High Spenders
4.0,46.24,96.06,55.0,1.0,CM00758,2,High Spenders
20.0,49.38,6.81,18.0,4.0,CM00759,0,Window Shoppers
3.0,68.26,66.75,39.0,3.0,CM00760,2,High Spenders
11.0,165.97,29.29,22.0,1.0,CM00761,1,Bargain Hunters
9.0,146.62,31.49,25.0,2.0,CM00762,1,Bargain Hunters
14.0,109.5,43.97,19.0,3.0,CM00763,1,Bargain Hunters
5.0,43.27,96.4,50.0,2.0,CM00764,2,High Spenders
9.0,22.43,71.9,51.0,1.0,CM00766,2,High Spenders
12.0,151.86,37.22,21.0,0.0,CM00767,1,Bargain Hunters
8.0,198.73,39.85,17.0,0.0,CM00768,1,Bargain Hunters
17.0,41.99,10.01,11.0,8.0,CM00769,0,Window Shoppers
17.0,26.75,13.77,19.0,8.0,CM00770,0,Window Shoppers
17.0,45.71,29.2,14.0,10.0,CM00771,0,Window Shoppers
18.0,113.32,55.86,14.0,0.0,CM00772,1,Bargain Hunters
5.0,33.83,96.73,55.0,1.0,CM00773,2,High Spenders
13.0,154.03,47.61,23.0,1.0,CM00774,1,Bargain Hunters
14.0,29.84,29.99,20.0,9.0,CM00775,0,Window Shoppers
3.0,41.36,111.16,45.0,2.0,CM00776,2,High Spenders
19.0,44.92,21.26,19.0,7.0,CM00777,0,Window Shoppers
8.0,60.45,60.7,46.0,2.0,CM00778,2,High Spenders
4.0,70.74,84.66,42.0,1.0,CM00779,2,High Spenders
12.0,189.04,53.22,25.0,0.0,CM00780,1,Bargain Hunters
5.0,118.45,46.53,16.0,2.0,CM00781,1,Bargain Hunters
19.0,26.71,15.77,11.0,6.0,CM00782,0,Window Shoppers
6.0,166.18,35.84,21.0,2.0,CM00783,1,Bargain Hunters
5.0,70.48,88.88,73.0,1.0,CM00784,2,High Spenders
8.0,32.85,78.07,49.0,2.0,CM00785,2,High Spenders
6.0,32.59,64.26,40.0,1.0,CM00786,2,High Spenders
10.0,181.44,38.44,25.0,4.0,CM00787,1,Bargain Hunters
12.0,112.33,57.15,19.0,1.0,CM00788,1,Bargain Hunters
23.0,11.58,13.65,20.0,10.0,CM00789,0,Window Shoppers
11.0,101.62,57.97,17.0,4.0,CM00790,1,Bargain Hunters
11.0,163.01,57.83,24.0,1.0,CM00791,1,Bargain Hunters
3.0,73.85,60.58,46.0,0.0,CM00792,2,High Spenders
2.0,35.5,106.6,54.0,2.0,CM00793,2,High Spenders
8.0,166.51,59.66,16.0,1.0,CM00794,1,Bargain Hunters
6.0,55.96,91.03,49.0,1.0,CM00795,2,High Spenders
6.0,50.82,82.41,54.0,0.0,CM00796,2,High Spenders
21.0,31.16,21.42,21.0,8.0,CM00797,0,Window Shoppers
5.0,30.57,64.45,58.0,1.0,CM00798,2,High Spenders
21.0,11.68,16.87,11.0,9.0,CM00799,0,Window Shoppers
11.0,169.34,43.08,26.0,3.0,CM00800,1,Bargain Hunters
17.0,13.24,6.21,17.0,7.0,CM00801,0,Window Shoppers
10.0,160.51,41.77,18.0,1.0,CM00802,1,Bargain Hunters
14.0,148.13,53.46,27.0,1.0,CM00803,1,Bargain Hunters
13.0,180.3,25.87,19.0,1.0,CM00804,1,Bargain Hunters
3.0,61.25,78.8,48.0,0.0,CM00805,2,High Spenders
14.0,118.66,42.88,22.0,2.0,CM00806,1,Bargain Hunters
4.0,31.82,93.21,43.0,3.0,CM00807,2,High Spenders
6.0,42.29,116.56,49.0,0.0,CM00808,2,High Spenders
12.0,154.14,26.87,18.0,2.0,CM00809,1,Bargain Hunters
15.0,189.79,42.58,25.0,4.0,CM00810,1,Bargain Hunters
3.0,21.35,94.46,49.0,2.0,CM00811,2,High Spenders
22.0,47.11,12.7,17.0,8.0,CM00812,0,Window Shoppers
3.0,44.12,104.04,57.0,2.0,CM00813,2,High Spenders
17.0,11.06,21.29,9.0,11.0,CM00814,0,Window Shoppers
5.0,21.22,111.09,51.0,1.0,CM00815,2,High Spenders
2.0,25.86,76.47,51.0,1.0,CM00816,2,High Spenders
25.0,19.99,16.57,18.0,15.0,CM00817,0,Window Shoppers
19.0,22.76,10.27,13.0,11.0,CM00818,0,Window Shoppers
10.0,167.96,41.94,24.0,2.0,CM00819,1,Bargain Hunters
11.0,140.66,36.8,24.0,4.0,CM00820,1,Bargain Hunters
19.0,112.55,43.52,15.0,4.0,CM00821,1,Bargain Hunters
6.0,63.0,84.95,47.0,1.0,CM00822,2,High Spenders
21.0,26.08,10.9,15.0,7.0,CM00823,0,Window Shoppers
10.0,108.16,47.1,16.0,4.0,CM00824,1,Bargain Hunters
20.0,25.57,9.19,18.0,8.0,CM00825,0,Window Shoppers
10.0,60.24,96.91,51.0,1.0,CM00826,2,High Spenders
21.0,49.25,14.5,15.0,10.0,CM00827,0,Window Shoppers
6.0,33.84,116.6,48.0,2.0,CM00828,2,High Spenders
11.0,125.86,41.88,12.0,0.0,CM00829,1,Bargain Hunters
9.0,66.32,109.91,45.0,1.0,CM00830,2,High Spenders
21.0,35.76,24.26,12.0,12.0,CM00831,0,Window Shoppers
6.0,67.24,85.08,61.0,1.0,CM00832,2,High Spenders
9.0,157.7,54.29,20.0,2.0,CM00833,1,Bargain Hunters
10.0,167.23,26.73,18.0,2.0,CM00834,1,Bargain Hunters
13.0,155.47,21.42,29.0,1.0,CM00835,1,Bargain Hunters
1.0,47.42,66.99,53.0,0.0,CM00836,2,High Spenders
7.0,161.71,29.87,23.0,1.0,CM00837,1,Bargain Hunters
5.0,30.21,79.46,45.0,0.0,CM00838,2,High Spenders
6.0,30.65,114.81,52.0,1.0,CM00839,2,High Spenders
13.0,138.87,30.45,19.0,2.0,CM00840,1,Bargain Hunters
8.0,140.2,26.46,28.0,5.0,CM00841,1,Bargain Hunters
7.0,27.46,117.24,40.0,2.0,CM00842,2,High Spenders
16.0,114.26,48.75,16.0,1.0,CM00843,1,Bargain Hunters
6.0,40.78,81.31,50.0,0.0,CM00844,2,High Spenders
18.0,44.02,8.01,21.0,16.0,CM00845,0,Window Shoppers
9.0,107.72,24.81,22.0,1.0,CM00846,1,Bargain Hunters
2.0,47.25,75.2,54.0,0.0,CM00847,2,High Spenders
10.0,127.71,25.27,24.0,2.0,CM00848,1,Bargain Hunters
8.0,196.35,37.06,24.0,3.0,CM00849,1,Bargain Hunters
19.0,44.69,18.61,16.0,7.0,CM00850,0,Window Shoppers
24.0,27.11,19.63,7.0,12.0,CM00851,0,Window Shoppers
3.0,54.41,64.57,40.0,3.0,CM00852,2,High Spenders
19.0,47.84,5.55,25.0,15.0,CM00853,0,Window Shoppers
27.0,31.03,14.81,10.0,3.0,CM00854,0,Window Shoppers
18.0,13.05,26.77,12.0,15.0,CM00855,0,Window Shoppers
19.0,44.8,14.78,24.0,17.0,CM00856,0,Window Shoppers
8.0,138.28,45.95,23.0,2.0,CM00857,1,Bargain Hunters
23.0,47.56,13.13,12.0,15.0,CM00858,0,Window Shoppers
5.0,20.9,109.45,50.0,0.0,CM00859,2,High Spenders
3.0,39.38,103.17,47.0,0.0,CM00860,2,High Spenders
23.0,32.17,17.01,19.0,10.0,CM00861,0,Window Shoppers
8.0,52.23,95.26,43.0,0.0,CM00862,2,High Spenders
1.0,75.21,111.32,60.0,2.0,CM00863,2,High Spenders
2.0,51.78,118.8,42.0,0.0,CM00864,2,High Spenders
5.0,32.82,98.25,53.0,0.0,CM00865,2,High Spenders
19.0,39.5,20.43,9.0,20.0,CM00866,0,Window Shoppers
18.0,20.39,7.66,18.0,9.0,CM00867,0,Window Shoppers
11.0,182.59,29.95,31.0,1.0,CM00868,1,Bargain Hunters
10.0,102.21,48.82,19.0,1.0,CM00869,1,Bargain Hunters
13.0,131.49,40.55,18.0,2.0,CM00870,1,Bargain Hunters
3.0,75.99,60.35,49.0,0.0,CM00871,2,High Spenders
5.0,26.06,79.85,51.0,1.0,CM00872,2,High Spenders
13.0,129.58,40.78,22.0,2.0,CM00873,1,Bargain Hunters
15.0,19.27,6.04,21.0,17.0,CM00874,0,Window Shoppers
12.0,112.04,57.38,21.0,2.0,CM00875,1,Bargain Hunters
7.0,70.71,117.19,48.0,1.0,CM00876,2,High Spenders
9.0,170.06,55.63,15.0,1.0,CM00877,1,Bargain Hunters
13.0,125.09,45.82,21.0,1.0,CM00878,1,Bargain Hunters
6.0,52.57,67.41,56.0,1.0,CM00879,2,High Spenders
30.0,21.89,17.17,16.0,11.0,CM00880,0,Window Shoppers
12.0,179.22,25.6,30.0,1.0,CM00881,1,Bargain Hunters
5.0,48.31,116.27,63.0,1.0,CM00882,2,High Spenders
3.0,59.43,85.76,54.0,0.0,CM00883,2,High Spenders
29.0,35.34,24.94,14.0,4.0,CM00884,0,Window Shoppers
7.0,66.37,91.67,64.0,0.0,CM00885,2,High Spenders
19.0,23.67,26.72,15.0,6.0,CM00886,0,Window Shoppers
5.0,38.94,99.54,51.0,1.0,CM00887,2,High Spenders
5.0,73.99,81.91,44.0,0.0,CM00888,2,High Spenders
7.0,25.03,89.76,57.0,0.0,CM00889,2,High Spenders
5.0,56.27,96.55,48.0,1.0,CM00890,2,High Spenders
12.0,164.98,43.75,13.0,3.0,CM00891,1,Bargain Hunters
13.0,38.99,29.28,13.0,9.0,CM00892,0,Window Shoppers
24.0,18.2,29.6,15.0,7.0,CM00893,0,Window Shoppers
10.0,135.86,55.9,17.0,2.0,CM00894,1,Bargain Hunters
8.0,160.18,27.31,18.0,0.0,CM00895,1,Bargain Hunters
23.0,25.37,26.71,19.0,13.0,CM00896,0,Window Shoppers
6.0,43.15,90.3,42.0,2.0,CM00897,2,High Spenders
7.0,117.69,20.26,21.0,0.0,CM00898,1,Bargain Hunters
4.0,28.63,65.03,67.0,1.0,CM00899,2,High Spenders
3.0,50.78,62.29,49.0,3.0,CM00900,2,High Spenders
4.0,44.17,95.66,59.0,0.0,CM00901,2,High Spenders
8.0,68.02,64.01,46.0,1.0,CM00902,2,High Spenders
4.0,20.55,63.14,65.0,1.0,CM00903,2,High Spenders
4.0,26.37,106.89,49.0,1.0,CM00904,2,High Spenders
3.0,40.54,68.09,64.0,1.0,CM00905,2,High Spenders
16.0,139.78,51.4,12.0,1.0,CM00906,1,Bargain Hunters
23.0,39.74,20.49,11.0,16.0,CM00907,0,Window Shoppers
9.0,155.24,55.02,23.0,1.0,CM00908,1,Bargain Hunters
10.0,166.38,59.7,14.0,1.0,CM00909,1,Bargain Hunters
6.0,59.37,68.4,51.0,0.0,CM00910,2,High Spenders
5.0,41.43,92.61,51.0,1.0,CM00911,2,High Spenders
4.0,30.57,83.56,55.0,0.0,CM00912,2,High Spenders
4.0,35.79,68.13,43.0,2.0,CM00913,2,High Spenders
4.0,40.22,108.78,52.0,1.0,CM00914,2,High Spenders
19.0,33.2,28.62,17.0,9.0,CM00915,0,Window Shoppers
5.0,47.81,109.75,57.0,1.0,CM00916,2,High Spenders
12.0,141.54,52.1,25.0,2.0,CM00917,1,Bargain Hunters
8.0,157.85,54.47,25.0,2.0,CM00918,1,Bargain Hunters
8.0,156.6,43.84,15.0,4.0,CM00919,1,Bargain Hunters
22.0,29.5,22.14,22.0,8.0,CM00921,0,Window Shoppers
5.0,116.34,22.93,17.0,2.0,CM00922,1,Bargain Hunters
6.0,53.99,119.16,53.0,0.0,CM00923,2,High Spenders
7.0,180.99,46.52,15.0,1.0,CM00925,1,Bargain Hunters
4.0,72.65,111.81,47.0,2.0,CM00926,2,High Spenders
12.0,163.14,56.9,19.0,3.0,CM00927,1,Bargain Hunters
3.0,32.88,115.35,57.0,2.0,CM00928,2,High Spenders
4.0,68.25,116.19,46.0,1.0,CM00929,2,High Spenders
22.0,40.54,17.04,19.0,9.0,CM00930,0,Window Shoppers
18.0,42.99,15.1,19.0,12.0,CM00931,0,Window Shoppers
8.0,154.43,52.47,28.0,0.0,CM00932,1,Bargain Hunters
8.0,168.43,34.99,22.0,1.0,CM00933,1,Bargain Hunters
22.0,40.11,14.71,18.0,13.0,CM00934,0,Window Shoppers
8.0,23.47,83.58,54.0,1.0,CM00935,2,High Spenders
22.0,43.19,11.05,14.0,7.0,CM00937,0,Window Shoppers
8.0,50.19,68.72,55.0,1.0,CM00938,2,High Spenders
17.0,36.6,13.16,18.0,12.0,CM00939,0,Window Shoppers
1.0,50.18,77.14,52.0,1.0,CM00940,2,High Spenders
3.0,187.51,47.11,18.0,1.0,CM00941,1,Bargain Hunters
28.0,29.2,6.84,13.0,10.0,CM00942,0,Window Shoppers
14.0,154.11,20.43,10.0,2.0,CM00943,1,Bargain Hunters
22.0,20.96,5.99,13.0,6.0,CM00944,0,Window Shoppers
4.0,61.49,109.15,53.0,0.0,CM00945,2,High Spenders
24.0,36.11,11.83,10.0,13.0,CM00946,0,Window Shoppers
9.0,182.63,21.89,14.0,1.0,CM00947,1,Bargain Hunters
11.0,24.01,17.22,10.0,11.0,CM00948,0,Window Shoppers
25.0,10.79,10.52,12.0,12.0,CM00949,0,Window Shoppers
11.0,122.05,59.03,20.0,2.0,CM00950,1,Bargain Hunters
17.0,44.47,5.61,16.0,9.0,CM00951,0,Window Shoppers
20.0,12.06,7.0,19.0,11.0,CM00952,0,Window Shoppers
20.0,40.33,29.25,13.0,12.0,CM00953,0,Window Shoppers
21.0,49.36,13.43,14.0,10.0,CM00954,0,Window Shoppers
8.0,43.88,79.98,54.0,1.0,CM00955,2,High Spenders
9.0,104.84,36.31,22.0,0.0,CM00956,1,Bargain Hunters
6.0,115.14,24.8,26.0,0.0,CM00957,1,Bargain Hunters
4.0,36.11,98.28,41.0,1.0,CM00958,2,High Spenders
5.0,157.39,32.83,21.0,4.0,CM00959,1,Bargain Hunters
8.0,36.62,111.19,56.0,1.0,CM00960,2,High Spenders
5.0,71.66,97.72,55.0,1.0,CM00961,2,High Spenders
19.0,49.8,22.62,15.0,11.0,CM00962,0,Window Shoppers
17.0,38.64,29.93,19.0,6.0,CM00963,0,Window Shoppers
8.0,116.27,24.36,19.0,4.0,CM00964,1,Bargain Hunters
10.0,172.88,55.18,21.0,1.0,CM00965,1,Bargain Hunters
13.0,129.59,51.3,15.0,2.0,CM00966,1,Bargain Hunters
5.0,72.41,94.25,55.0,2.0,CM00967,2,High Spenders
7.0,155.66,28.33,24.0,2.0,CM00968,1,Bargain Hunters
23.0,17.14,21.36,14.0,6.0,CM00969,0,Window Shoppers
17.0,14.16,7.06,16.0,10.0,CM00970,0,Window Shoppers
15.0,30.51,5.12,17.0,9.0,CM00971,0,Window Shoppers
5.0,24.19,93.22,47.0,0.0,CM00972,2,High Spenders
5.0,28.62,94.77,47.0,1.0,CM00973,2,High Spenders
4.0,24.03,65.98,33.0,1.0,CM00974,2,High Spenders
5.0,43.29,86.57,46.0,0.0,CM00975,2,High Spenders
17.0,36.55,18.53,17.0,13.0,CM00976,0,Window Shoppers
9.0,134.1,33.37,23.0,0.0,CM00977,1,Bargain Hunters
7.0,79.76,93.89,40.0,3.0,CM00978,2,High Spenders
5.0,33.29,93.41,44.0,1.0,CM00979,2,High Spenders
17.0,37.84,7.35,9.0,12.0,CM00980,0,Window Shoppers
4.0,34.99,87.74,46.0,0.0,CM00981,2,High Spenders
10.0,158.8,58.46,26.0,0.0,CM00982,1,Bargain Hunters
12.0,104.56,56.6,26.0,1.0,CM00983,1,Bargain Hunters
13.0,44.48,19.81,19.0,7.0,CM00984,0,Window Shoppers
0.0,49.75,111.73,43.0,1.0,CM00985,2,High Spenders
4.0,56.37,66.23,50.0,0.0,CM00987,2,High Spenders
3.0,68.18,72.86,62.0,0.0,CM00988,2,High Spenders
4.0,45.6,83.83,46.0,2.0,CM00989,2,High Spenders
9.0,102.4,33.65,22.0,1.0,CM00990,1,Bargain Hunters
8.0,75.67,110.0,48.0,1.0,CM00991,2,High Spenders
6.0,194.09,48.2,19.0,2.0,CM00992,1,Bargain Hunters
5.0,46.41,79.97,60.0,1.0,CM00993,2,High Spenders
5.0,64.64,72.7,50.0,1.0,CM00994,2,High Spenders
5.0,68.36,75.41,43.0,1.0,CM00995,2,High Spenders
18.0,19.53,28.77,18.0,8.0,CM00996,0,Window Shoppers
4.0,28.97,72.27,57.0,3.0,CM00997,2,High Spenders
29.0,39.29,9.99,16.0,11.0,CM00998,0,Window Shoppers
